text-filter,pos_tags,affordance_y,words,stemmed_words,stem_no_stop,cluster,pos_list,tag_cluster
 the feature that broadcasts your music to a radio is quit fun,"['DT', 'NN', 'WDT', 'VBZ', 'PRP$', 'NN', 'TO', 'DT', 'NN', 'VBZ', 'JJ', 'NN']",music store,"['the', 'feature', 'that', 'broadcasts', 'your', 'music', 'to', 'a', 'radio', 'is', 'quit', 'fun']","['the', 'featur', 'that', 'broadcast', 'your', 'music', 'to', 'a', 'radio', 'is', 'quit', 'fun']","['featur', 'broadcast', 'music', 'radio', 'quit', 'fun']",2,DT NN WDT VBZ PRP$ NN TO DT NN VBZ JJ NN,2
" I accessed my exchange email and my gmail just fine with the built-in application","['PRP', 'VBD', 'PRP$', 'NN', 'NN', 'CC', 'PRP$', 'NN', 'RB', 'JJ', 'IN', 'DT', 'JJ', 'NN']","connectivity","['I', 'accessed', 'my', 'exchange', 'email', 'and', 'my', 'gmail', 'just', 'fine', 'with', 'the', 'built-in', 'application']","['I', 'access', 'my', 'exchang', 'email', 'and', 'my', 'gmail', 'just', 'fine', 'with', 'the', 'built-in', 'applic']","['I', 'access', 'exchang', 'email', 'gmail', 'fine', 'built-in', 'applic']",2,PRP VBD PRP$ NN NN CC PRP$ NN RB JJ IN DT JJ NN,1
"I find the homescreen switch button to be pointless and think it should be a customizable shortcut instead.","['PRP', 'VBP', 'DT', 'JJ', 'NN', 'NN', 'TO', 'VB', 'JJ', 'CC', 'VB', 'PRP', 'MD', 'VB', 'DT', 'JJ', 'NN', 'RB', '.']",customize-ability #missing,"['I', 'find', 'the', 'homescreen', 'switch', 'button', 'to', 'be', 'pointless', 'and', 'think', 'it', 'should', 'be', 'a', 'customizable', 'shortcut', 'instead', '.']","['I', 'find', 'the', 'homescreen', 'switch', 'button', 'to', 'be', 'pointless', 'and', 'think', 'it', 'should', 'be', 'a', 'customiz', 'shortcut', 'instead', '.']","['I', 'find', 'homescreen', 'switch', 'button', 'pointless', 'think', 'customiz', 'shortcut', 'instead', '.']",2,PRP VBP DT JJ NN NN TO VB JJ CC VB PRP MD VB DT JJ NN RB .,1
I can hear callers loud and clear and they can hear me the same,"['PRP', 'MD', 'VB', 'NNS', 'JJ', 'CC', 'JJ', 'CC', 'PRP', 'MD', 'VB', 'PRP', 'DT', 'JJ']",call quality,"['I', 'can', 'hear', 'callers', 'loud', 'and', 'clear', 'and', 'they', 'can', 'hear', 'me', 'the', 'same']","['I', 'can', 'hear', 'caller', 'loud', 'and', 'clear', 'and', 'they', 'can', 'hear', 'me', 'the', 'same']","['I', 'hear', 'caller', 'loud', 'clear', 'hear']",2,PRP MD VB NNS JJ CC JJ CC PRP MD VB PRP DT JJ,1
I had been taking lots of pictures with it and the night time shots without flash is just amazing,"['PRP', 'VBD', 'VBN', 'VBG', 'NNS', 'IN', 'NNS', 'IN', 'PRP', 'CC', 'DT', 'NN', 'NN', 'NNS', 'IN', 'NN', 'VBZ', 'RB', 'JJ']",camera quality,"['I', 'had', 'been', 'taking', 'lots', 'of', 'pictures', 'with', 'it', 'and', 'the', 'night', 'time', 'shots', 'without', 'flash', 'is', 'just', 'amazing']","['I', 'had', 'been', 'take', 'lot', 'of', 'pictur', 'with', 'it', 'and', 'the', 'night', 'time', 'shot', 'without', 'flash', 'is', 'just', 'amaz']","['I', 'take', 'lot', 'pictur', 'night', 'time', 'shot', 'without', 'flash', 'amaz']",2,PRP VBD VBN VBG NNS IN NNS IN PRP CC DT NN NN NNS IN NN VBZ RB JJ,1
Video has stabilization so you can shoot perfect videos.,"['NNP', 'VBZ', 'NN', 'IN', 'PRP', 'MD', 'VB', 'JJ', 'NNS', '.']",camera quality,"['Video', 'has', 'stabilization', 'so', 'you', 'can', 'shoot', 'perfect', 'videos', '.']","['video', 'ha', 'stabil', 'so', 'you', 'can', 'shoot', 'perfect', 'video', '.']","['video', 'ha', 'stabil', 'shoot', 'perfect', 'video', '.']",2,NNP VBZ NN IN PRP MD VB JJ NNS .,3
Now a days i am using this phone only for calls and a bit of music.,"['RB', 'DT', 'NNS', 'VBP', 'VBP', 'VBG', 'DT', 'NN', 'RB', 'IN', 'NNS', 'CC', 'DT', 'NN', 'IN', 'NN', '.']",functionality,"['Now', 'a', 'days', 'i', 'am', 'using', 'this', 'phone', 'only', 'for', 'calls', 'and', 'a', 'bit', 'of', 'music', '.']","['now', 'a', 'day', 'i', 'am', 'use', 'thi', 'phone', 'onli', 'for', 'call', 'and', 'a', 'bit', 'of', 'music', '.']","['day', 'use', 'thi', 'phone', 'onli', 'call', 'bit', 'music', '.']",0,RB DT NNS VBP VBP VBG DT NN RB IN NNS CC DT NN IN NN .,2
"I was sold when I found out I could insert a sub-$60, 64gb microSD card, which would allow me to use it as a music player in lieu of an iPod Touch (the Lumia 620 has great audio quality - and if you like to play with ""surround sound,"" Dolby Headphone","['PRP', 'VBD', 'VBN', 'WRB', 'PRP', 'VBD', 'RP', 'PRP', 'MD', 'VB', 'DT', 'JJ', '$', 'CD', ',', 'CD', 'NN', 'NN', ',', 'WDT', 'MD', 'VB', 'PRP', 'TO', 'VB', 'PRP', 'IN', 'DT', 'NN', 'NN', 'IN', 'NN', 'IN', 'DT', 'NN', 'NNP', '(', 'DT', 'NNP', 'CD', 'VBZ', 'JJ', 'JJ', 'NN', ':', 'CC', 'IN', 'PRP', 'VBP', 'TO', 'VB', 'IN', '``', 'JJ', 'NN', ',', ""''"", 'NNP', 'NNP']",music package,"['I', 'was', 'sold', 'when', 'I', 'found', 'out', 'I', 'could', 'insert', 'a', 'sub-', '$', '60', ',', '64gb', 'microSD', 'card', ',', 'which', 'would', 'allow', 'me', 'to', 'use', 'it', 'as', 'a', 'music', 'player', 'in', 'lieu', 'of', 'an', 'iPod', 'Touch', '(', 'the', 'Lumia', '620', 'has', 'great', 'audio', 'quality', '-', 'and', 'if', 'you', 'like', 'to', 'play', 'with', '``', 'surround', 'sound', ',', ""''"", 'Dolby', 'Headphone']","['I', 'wa', 'sold', 'when', 'I', 'found', 'out', 'I', 'could', 'insert', 'a', 'sub-', '$', '60', ',', '64gb', 'microsd', 'card', ',', 'which', 'would', 'allow', 'me', 'to', 'use', 'it', 'as', 'a', 'music', 'player', 'in', 'lieu', 'of', 'an', 'ipod', 'touch', '(', 'the', 'lumia', '620', 'ha', 'great', 'audio', 'qualiti', '-', 'and', 'if', 'you', 'like', 'to', 'play', 'with', '``', 'surround', 'sound', ',', ""''"", 'dolbi', 'headphon']","['I', 'wa', 'sold', 'I', 'found', 'I', 'could', 'insert', 'sub-', '$', '60', ',', '64gb', 'microsd', 'card', ',', 'would', 'allow', 'use', 'music', 'player', 'lieu', 'ipod', 'touch', '(', 'lumia', '620', 'ha', 'great', 'audio', 'qualiti', '-', 'like', 'play', '``', 'surround', 'sound', ',', ""''"", 'dolbi', 'headphon']",2,"PRP VBD VBN WRB PRP VBD RP PRP MD VB DT JJ $ CD , CD NN NN , WDT MD VB PRP TO VB PRP IN DT NN NN IN NN IN DT NN NNP ( DT NNP CD VBZ JJ JJ NN : CC IN PRP VBP TO VB IN `` JJ NN , '' NNP NNP",1
The Swype method typing is just great and it makes my texting so much easier,"['DT', 'NNP', 'NN', 'NN', 'VBZ', 'RB', 'JJ', 'CC', 'PRP', 'VBZ', 'PRP$', 'VBG', 'RB', 'RB', 'JJR']",user friendly keyboard,"['The', 'Swype', 'method', 'typing', 'is', 'just', 'great', 'and', 'it', 'makes', 'my', 'texting', 'so', 'much', 'easier']","['the', 'swype', 'method', 'type', 'is', 'just', 'great', 'and', 'it', 'make', 'my', 'text', 'so', 'much', 'easier']","['swype', 'method', 'type', 'great', 'make', 'text', 'much', 'easier']",2,DT NNP NN NN VBZ RB JJ CC PRP VBZ PRP$ VBG RB RB JJR,0
"I love to read newspapers online, and this allows me to read the full page edition","['PRP', 'VBP', 'TO', 'VB', 'NNS', 'VBP', ',', 'CC', 'DT', 'VBZ', 'PRP', 'TO', 'VB', 'DT', 'JJ', 'NN', 'NN']",personalization,"['I', 'love', 'to', 'read', 'newspapers', 'online', ',', 'and', 'this', 'allows', 'me', 'to', 'read', 'the', 'full', 'page', 'edition']","['I', 'love', 'to', 'read', 'newspap', 'onlin', ',', 'and', 'thi', 'allow', 'me', 'to', 'read', 'the', 'full', 'page', 'edit']","['I', 'love', 'read', 'newspap', 'onlin', ',', 'thi', 'allow', 'read', 'full', 'page', 'edit']",2,"PRP VBP TO VB NNS VBP , CC DT VBZ PRP TO VB DT JJ NN NN",1
Youtube videos are horribly laggy and jerky and not even worth using unless you like constant stopping and stuttering in audio and video,"['NN', 'NNS', 'VBP', 'RB', 'JJ', 'CC', 'NN', 'CC', 'RB', 'RB', 'JJ', 'VBG', 'IN', 'PRP', 'VBP', 'JJ', 'NN', 'CC', 'NN', 'IN', 'JJ', 'CC', 'NN']",OS quality #missing,"['Youtube', 'videos', 'are', 'horribly', 'laggy', 'and', 'jerky', 'and', 'not', 'even', 'worth', 'using', 'unless', 'you', 'like', 'constant', 'stopping', 'and', 'stuttering', 'in', 'audio', 'and', 'video']","['youtub', 'video', 'are', 'horribl', 'laggi', 'and', 'jerki', 'and', 'not', 'even', 'worth', 'use', 'unless', 'you', 'like', 'constant', 'stop', 'and', 'stutter', 'in', 'audio', 'and', 'video']","['youtub', 'video', 'horribl', 'laggi', 'jerki', 'even', 'worth', 'use', 'unless', 'like', 'constant', 'stop', 'stutter', 'audio', 'video']",2,NN NNS VBP RB JJ CC NN CC RB RB JJ VBG IN PRP VBP JJ NN CC NN IN JJ CC NN,0
You can minimise mobile operator fees as you like,"['PRP', 'MD', 'VB', 'JJ', 'NN', 'NNS', 'IN', 'PRP', 'IN']",customize-ability,"['You', 'can', 'minimise', 'mobile', 'operator', 'fees', 'as', 'you', 'like']","['you', 'can', 'minimis', 'mobil', 'oper', 'fee', 'as', 'you', 'like']","['minimis', 'mobil', 'oper', 'fee', 'like']",2,PRP MD VB JJ NN NNS IN PRP IN,1
Photographing at night still is limited and shows high noise,"['VBG', 'IN', 'NN', 'RB', 'VBZ', 'JJ', 'CC', 'VBZ', 'JJ', 'NN']","camera quality #missing","['Photographing', 'at', 'night', 'still', 'is', 'limited', 'and', 'shows', 'high', 'noise']","['photograph', 'at', 'night', 'still', 'is', 'limit', 'and', 'show', 'high', 'nois']","['photograph', 'night', 'still', 'limit', 'show', 'high', 'nois']",2,VBG IN NN RB VBZ JJ CC VBZ JJ NN,0
shows high noise,"['NNS', 'VBP', 'NN']",audio quality #missing,"['shows', 'high', 'noise']","['show', 'high', 'nois']","['show', 'high', 'nois']",2,NNS VBP NN,3
"The audio volume for the Music player is too low, so you have to use high-efficency headphones","['DT', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'NN', 'VBZ', 'RB', 'JJ', ',', 'IN', 'PRP', 'VBP', 'TO', 'VB', 'NN', 'NNS']",audio quality #missing,"['The', 'audio', 'volume', 'for', 'the', 'Music', 'player', 'is', 'too', 'low', ',', 'so', 'you', 'have', 'to', 'use', 'high-efficency', 'headphones']","['the', 'audio', 'volum', 'for', 'the', 'music', 'player', 'is', 'too', 'low', ',', 'so', 'you', 'have', 'to', 'use', 'high-effic', 'headphon']","['audio', 'volum', 'music', 'player', 'low', ',', 'use', 'high-effic', 'headphon']",2,"DT JJ NN IN DT NNP NN VBZ RB JJ , IN PRP VBP TO VB NN NNS",0
 takes too many step just to make a call,"['VBZ', 'RB', 'JJ', 'NN', 'RB', 'TO', 'VB', 'DT', 'NN']",user friendly #missing,"['takes', 'too', 'many', 'step', 'just', 'to', 'make', 'a', 'call']","['take', 'too', 'mani', 'step', 'just', 'to', 'make', 'a', 'call']","['take', 'mani', 'step', 'make', 'call']",2,VBZ RB JJ NN RB TO VB DT NN,2
 it takes better pictures of everything than my digital camera,"['PRP', 'VBZ', 'RBR', 'NNS', 'IN', 'NN', 'IN', 'PRP$', 'JJ', 'NN']",camera quality,"['it', 'takes', 'better', 'pictures', 'of', 'everything', 'than', 'my', 'digital', 'camera']","['it', 'take', 'better', 'pictur', 'of', 'everyth', 'than', 'my', 'digit', 'camera']","['take', 'better', 'pictur', 'everyth', 'digit', 'camera']",2,PRP VBZ RBR NNS IN NN IN PRP$ JJ NN,0
very handy for splitting work/business/priorities since you can control what notifies to your lock screen per tile,"['RB', 'JJ', 'IN', 'VBG', 'NNS', 'IN', 'PRP', 'MD', 'VB', 'WP', 'NNS', 'TO', 'PRP$', 'NN', 'NN', 'IN', 'NN']",customize-ability ,"['very', 'handy', 'for', 'splitting', 'work/business/priorities', 'since', 'you', 'can', 'control', 'what', 'notifies', 'to', 'your', 'lock', 'screen', 'per', 'tile']","['veri', 'handi', 'for', 'split', 'work/business/prior', 'sinc', 'you', 'can', 'control', 'what', 'notifi', 'to', 'your', 'lock', 'screen', 'per', 'tile']","['veri', 'handi', 'split', 'work/business/prior', 'sinc', 'control', 'notifi', 'lock', 'screen', 'per', 'tile']",1,RB JJ IN VBG NNS IN PRP MD VB WP NNS TO PRP$ NN NN IN NN,1
Most surprising is the ease at which the phone can be navigated and settings can be modified.,"['JJS', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'WDT', 'DT', 'NN', 'MD', 'VB', 'VBN', 'CC', 'NNS', 'MD', 'VB', 'VBN', '.']",user friendly,"['Most', 'surprising', 'is', 'the', 'ease', 'at', 'which', 'the', 'phone', 'can', 'be', 'navigated', 'and', 'settings', 'can', 'be', 'modified', '.']","['most', 'surpris', 'is', 'the', 'eas', 'at', 'which', 'the', 'phone', 'can', 'be', 'navig', 'and', 'set', 'can', 'be', 'modifi', '.']","['surpris', 'eas', 'phone', 'navig', 'set', 'modifi', '.']",0,JJS NN VBZ DT NN IN WDT DT NN MD VB VBN CC NNS MD VB VBN .,2
HDMI out/video - works well and default player plays nearly any format you throw at it.,"['NNP', 'MD', ':', 'NNS', 'RB', 'CC', 'VB', 'NN', 'NNS', 'RB', 'DT', 'NN', 'PRP', 'VBP', 'IN', 'PRP', '.']",functionality,"['HDMI', 'out/video', '-', 'works', 'well', 'and', 'default', 'player', 'plays', 'nearly', 'any', 'format', 'you', 'throw', 'at', 'it', '.']","['hdmi', 'out/video', '-', 'work', 'well', 'and', 'default', 'player', 'play', 'nearli', 'ani', 'format', 'you', 'throw', 'at', 'it', '.']","['hdmi', 'out/video', '-', 'work', 'well', 'default', 'player', 'play', 'nearli', 'ani', 'format', 'throw', '.']",2,NNP MD : NNS RB CC VB NN NNS RB DT NN PRP VBP IN PRP .,1
Connect my phone to a Keyboard and mouse via USB or bluetooth and I have a fully funtional computer that I can use to make assignments & presentation.,"['VB', 'PRP$', 'NN', 'TO', 'DT', 'NNP', 'CC', 'NN', 'IN', 'NNP', 'CC', 'NN', 'CC', 'PRP', 'VBP', 'DT', 'RB', 'JJ', 'NN', 'IN', 'PRP', 'MD', 'VB', 'TO', 'VB', 'NNS', 'CC', 'NN', '.']",multi-functionality,"['Connect', 'my', 'phone', 'to', 'a', 'Keyboard', 'and', 'mouse', 'via', 'USB', 'or', 'bluetooth', 'and', 'I', 'have', 'a', 'fully', 'funtional', 'computer', 'that', 'I', 'can', 'use', 'to', 'make', 'assignments', '&', 'presentation', '.']","['connect', 'my', 'phone', 'to', 'a', 'keyboard', 'and', 'mous', 'via', 'usb', 'or', 'bluetooth', 'and', 'I', 'have', 'a', 'fulli', 'funtion', 'comput', 'that', 'I', 'can', 'use', 'to', 'make', 'assign', '&', 'present', '.']","['connect', 'phone', 'keyboard', 'mous', 'via', 'usb', 'bluetooth', 'I', 'fulli', 'funtion', 'comput', 'I', 'use', 'make', 'assign', '&', 'present', '.']",0,VB PRP$ NN TO DT NNP CC NN IN NNP CC NN CC PRP VBP DT RB JJ NN IN PRP MD VB TO VB NNS CC NN .,1
I was trying to shoot jewelry pics to share a photo of my engagement ring and I had to take shots from about 5 inches away and then crop them.,"['PRP', 'VBD', 'VBG', 'TO', 'VB', 'NN', 'NNS', 'TO', 'NN', 'DT', 'NN', 'IN', 'PRP$', 'JJ', 'NN', 'CC', 'PRP', 'VBD', 'TO', 'VB', 'NNS', 'IN', 'IN', 'CD', 'NNS', 'RB', 'CC', 'RB', 'NN', 'PRP', '.']",camera quality #missing,"['I', 'was', 'trying', 'to', 'shoot', 'jewelry', 'pics', 'to', 'share', 'a', 'photo', 'of', 'my', 'engagement', 'ring', 'and', 'I', 'had', 'to', 'take', 'shots', 'from', 'about', '5', 'inches', 'away', 'and', 'then', 'crop', 'them', '.']","['I', 'wa', 'tri', 'to', 'shoot', 'jewelri', 'pic', 'to', 'share', 'a', 'photo', 'of', 'my', 'engag', 'ring', 'and', 'I', 'had', 'to', 'take', 'shot', 'from', 'about', '5', 'inch', 'away', 'and', 'then', 'crop', 'them', '.']","['I', 'wa', 'tri', 'shoot', 'jewelri', 'pic', 'share', 'photo', 'engag', 'ring', 'I', 'take', 'shot', '5', 'inch', 'away', 'crop', '.']",2,PRP VBD VBG TO VB NN NNS TO NN DT NN IN PRP$ JJ NN CC PRP VBD TO VB NNS IN IN CD NNS RB CC RB NN PRP .,1
Multi-tasking does not seem to lag despite the lower RAM.,"['NN', 'VBZ', 'RB', 'VB', 'TO', 'VB', 'IN', 'DT', 'JJR', 'NNP', '.']",OS quality,"['Multi-tasking', 'does', 'not', 'seem', 'to', 'lag', 'despite', 'the', 'lower', 'RAM', '.']","['multi-task', 'doe', 'not', 'seem', 'to', 'lag', 'despit', 'the', 'lower', 'ram', '.']","['multi-task', 'doe', 'seem', 'lag', 'despit', 'lower', 'ram', '.']",2,NN VBZ RB VB TO VB IN DT JJR NNP .,3
"I wish it would respond faster, especially when I rotate the device","['PRP', 'VBP', 'PRP', 'MD', 'VB', 'RBR', ',', 'RB', 'WRB', 'PRP', 'VBP', 'DT', 'NN']",responsiveness #missing,"['I', 'wish', 'it', 'would', 'respond', 'faster', ',', 'especially', 'when', 'I', 'rotate', 'the', 'device']","['I', 'wish', 'it', 'would', 'respond', 'faster', ',', 'especi', 'when', 'I', 'rotat', 'the', 'devic']","['I', 'wish', 'would', 'respond', 'faster', ',', 'especi', 'I', 'rotat', 'devic']",2,"PRP VBP PRP MD VB RBR , RB WRB PRP VBP DT NN",1
Not having a storage expansion slot is a bummer for lot of people!,"['RB', 'VBG', 'DT', 'NN', 'NN', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'IN', 'NNS', '.']",memory storage #missing,"['Not', 'having', 'a', 'storage', 'expansion', 'slot', 'is', 'a', 'bummer', 'for', 'lot', 'of', 'people', '!']","['not', 'have', 'a', 'storag', 'expans', 'slot', 'is', 'a', 'bummer', 'for', 'lot', 'of', 'peopl', '!']","['storag', 'expans', 'slot', 'bummer', 'lot', 'peopl', '!']",2,RB VBG DT NN NN NN VBZ DT NN IN NN IN NNS .,2
"America is a country of freedom and this is the only device that gives me true freedom of choosing any service provider, choosing to opt for a smart phone data plan or not, not binding myself into two year contract and still able to enjoy a smartphone experience and not to forget freedom of using (free) GPS signals without paying for navigation service using the device you own","['NNP', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'CC', 'DT', 'VBZ', 'DT', 'JJ', 'NN', 'WDT', 'VBZ', 'PRP', 'JJ', 'NN', 'IN', 'VBG', 'DT', 'NN', 'NN', ',', 'VBG', 'TO', 'VB', 'IN', 'DT', 'JJ', 'NN', 'NNS', 'NN', 'CC', 'RB', ',', 'RB', 'VBG', 'PRP', 'IN', 'CD', 'NN', 'NN', 'CC', 'RB', 'JJ', 'TO', 'VB', 'DT', 'NN', 'NN', 'CC', 'RB', 'TO', 'VB', 'NN', 'IN', 'VBG', '(', 'JJ', ')', 'NNP', 'NNS', 'IN', 'VBG', 'IN', 'NN', 'NN', 'VBG', 'DT', 'NN', 'PRP', 'VBP']",non-binding,"['America', 'is', 'a', 'country', 'of', 'freedom', 'and', 'this', 'is', 'the', 'only', 'device', 'that', 'gives', 'me', 'true', 'freedom', 'of', 'choosing', 'any', 'service', 'provider', ',', 'choosing', 'to', 'opt', 'for', 'a', 'smart', 'phone', 'data', 'plan', 'or', 'not', ',', 'not', 'binding', 'myself', 'into', 'two', 'year', 'contract', 'and', 'still', 'able', 'to', 'enjoy', 'a', 'smartphone', 'experience', 'and', 'not', 'to', 'forget', 'freedom', 'of', 'using', '(', 'free', ')', 'GPS', 'signals', 'without', 'paying', 'for', 'navigation', 'service', 'using', 'the', 'device', 'you', 'own']","['america', 'is', 'a', 'countri', 'of', 'freedom', 'and', 'thi', 'is', 'the', 'onli', 'devic', 'that', 'give', 'me', 'true', 'freedom', 'of', 'choos', 'ani', 'servic', 'provid', ',', 'choos', 'to', 'opt', 'for', 'a', 'smart', 'phone', 'data', 'plan', 'or', 'not', ',', 'not', 'bind', 'myself', 'into', 'two', 'year', 'contract', 'and', 'still', 'abl', 'to', 'enjoy', 'a', 'smartphon', 'experi', 'and', 'not', 'to', 'forget', 'freedom', 'of', 'use', '(', 'free', ')', 'gp', 'signal', 'without', 'pay', 'for', 'navig', 'servic', 'use', 'the', 'devic', 'you', 'own']","['america', 'countri', 'freedom', 'thi', 'onli', 'devic', 'give', 'true', 'freedom', 'choos', 'ani', 'servic', 'provid', ',', 'choos', 'opt', 'smart', 'phone', 'data', 'plan', ',', 'bind', 'two', 'year', 'contract', 'still', 'abl', 'enjoy', 'smartphon', 'experi', 'forget', 'freedom', 'use', '(', 'free', ')', 'gp', 'signal', 'without', 'pay', 'navig', 'servic', 'use', 'devic']",0,"NNP VBZ DT NN IN NN CC DT VBZ DT JJ NN WDT VBZ PRP JJ NN IN VBG DT NN NN , VBG TO VB IN DT JJ NN NNS NN CC RB , RB VBG PRP IN CD NN NN CC RB JJ TO VB DT NN NN CC RB TO VB NN IN VBG ( JJ ) NNP NNS IN VBG IN NN NN VBG DT NN PRP VBP",2
"Easy access to email accounts* Excellent access to Facebook and Twitter","['JJ', 'NN', 'TO', 'VB', 'JJ', 'NNP', 'NN', 'TO', 'NNP', 'CC', 'NNP']","accessibility","['Easy', 'access', 'to', 'email', 'accounts*', 'Excellent', 'access', 'to', 'Facebook', 'and', 'Twitter']","['easi', 'access', 'to', 'email', 'accounts*', 'excel', 'access', 'to', 'facebook', 'and', 'twitter']","['easi', 'access', 'email', 'accounts*', 'excel', 'access', 'facebook', 'twitter']",2,JJ NN TO VB JJ NNP NN TO NNP CC NNP,3
,[],"accessibility",[],[],[],2,,3
"Excellent Camera and Video* Plays almost any video format","['JJ', 'NNP', 'CC', 'NNP', 'NNP', 'RB', 'DT', 'NN', 'NN']","camera quality","['Excellent', 'Camera', 'and', 'Video*', 'Plays', 'almost', 'any', 'video', 'format']","['excel', 'camera', 'and', 'video*', 'play', 'almost', 'ani', 'video', 'format']","['excel', 'camera', 'video*', 'play', 'almost', 'ani', 'video', 'format']",2,JJ NNP CC NNP NNP RB DT NN NN,3
,[],"accessibility",[],[],[],2,,3
,[],"camera quality",[],[],[],2,,3
,[],"camera quality",[],[],[],2,,3
You can be within an open WiFi singal and connect without having to go through your Network provider which is a major plus,"['PRP', 'MD', 'VB', 'IN', 'DT', 'JJ', 'NNP', 'NN', 'CC', 'NN', 'IN', 'VBG', 'TO', 'VB', 'IN', 'PRP$', 'NNP', 'NN', 'WDT', 'VBZ', 'DT', 'JJ', 'NN']",user friendly,"['You', 'can', 'be', 'within', 'an', 'open', 'WiFi', 'singal', 'and', 'connect', 'without', 'having', 'to', 'go', 'through', 'your', 'Network', 'provider', 'which', 'is', 'a', 'major', 'plus']","['you', 'can', 'be', 'within', 'an', 'open', 'wifi', 'singal', 'and', 'connect', 'without', 'have', 'to', 'go', 'through', 'your', 'network', 'provid', 'which', 'is', 'a', 'major', 'plu']","['within', 'open', 'wifi', 'singal', 'connect', 'without', 'go', 'network', 'provid', 'major', 'plu']",2,PRP MD VB IN DT JJ NNP NN CC NN IN VBG TO VB IN PRP$ NNP NN WDT VBZ DT JJ NN,1
The speech to text function is much less than on a newer android phone.,"['DT', 'NN', 'TO', 'VB', 'NN', 'VBZ', 'RB', 'JJR', 'IN', 'IN', 'DT', 'JJR', 'JJ', 'NN', '.']",UI comparability #missing,"['The', 'speech', 'to', 'text', 'function', 'is', 'much', 'less', 'than', 'on', 'a', 'newer', 'android', 'phone', '.']","['the', 'speech', 'to', 'text', 'function', 'is', 'much', 'less', 'than', 'on', 'a', 'newer', 'android', 'phone', '.']","['speech', 'text', 'function', 'much', 'less', 'newer', 'android', 'phone', '.']",0,DT NN TO VB NN VBZ RB JJR IN IN DT JJR JJ NN .,2
"I like to play games, and not just the Angry Birds variety, and this is the screen for that!","['PRP', 'VBP', 'TO', 'VB', 'NNS', ',', 'CC', 'RB', 'RB', 'DT', 'JJ', 'NNP', 'NN', ',', 'CC', 'DT', 'VBZ', 'DT', 'NN', 'IN', 'DT', '.']","screen quality","['I', 'like', 'to', 'play', 'games', ',', 'and', 'not', 'just', 'the', 'Angry', 'Birds', 'variety', ',', 'and', 'this', 'is', 'the', 'screen', 'for', 'that', '!']","['I', 'like', 'to', 'play', 'game', ',', 'and', 'not', 'just', 'the', 'angri', 'bird', 'varieti', ',', 'and', 'thi', 'is', 'the', 'screen', 'for', 'that', '!']","['I', 'like', 'play', 'game', ',', 'angri', 'bird', 'varieti', ',', 'thi', 'screen', '!']",1,"PRP VBP TO VB NNS , CC RB RB DT JJ NNP NN , CC DT VBZ DT NN IN DT .",2
"The HD video though works great, except for low light conditions again, and flash will not work with video","['DT', 'NNP', 'NN', 'IN', 'JJ', 'JJ', ',', 'IN', 'IN', 'JJ', 'JJ', 'NNS', 'RB', ',', 'CC', 'NN', 'MD', 'RB', 'VB', 'IN', 'NN']",camera adaptability #missing,"['The', 'HD', 'video', 'though', 'works', 'great', ',', 'except', 'for', 'low', 'light', 'conditions', 'again', ',', 'and', 'flash', 'will', 'not', 'work', 'with', 'video']","['the', 'HD', 'video', 'though', 'work', 'great', ',', 'except', 'for', 'low', 'light', 'condit', 'again', ',', 'and', 'flash', 'will', 'not', 'work', 'with', 'video']","['HD', 'video', 'though', 'work', 'great', ',', 'except', 'low', 'light', 'condit', ',', 'flash', 'work', 'video']",2,"DT NNP NN IN JJ JJ , IN IN JJ JJ NNS RB , CC NN MD RB VB IN NN",0
"I can see if I have messages, emails, calendar, as soon as I open the phone.","['PRP', 'MD', 'VB', 'IN', 'PRP', 'VBP', 'NNS', ',', 'NNS', ',', 'NN', ',', 'RB', 'RB', 'IN', 'PRP', 'VBP', 'DT', 'NN', '.']",customize-ability,"['I', 'can', 'see', 'if', 'I', 'have', 'messages', ',', 'emails', ',', 'calendar', ',', 'as', 'soon', 'as', 'I', 'open', 'the', 'phone', '.']","['I', 'can', 'see', 'if', 'I', 'have', 'messag', ',', 'email', ',', 'calendar', ',', 'as', 'soon', 'as', 'I', 'open', 'the', 'phone', '.']","['I', 'see', 'I', 'messag', ',', 'email', ',', 'calendar', ',', 'soon', 'I', 'open', 'phone', '.']",0,"PRP MD VB IN PRP VBP NNS , NNS , NN , RB RB IN PRP VBP DT NN .",1
